id,prompt
384,"A gritty, black and white photo of a detective at a crime scene, noir, 1950s"
385,"A colossal golem made of rock and magma, fantasy, elemental, epic"
386,"A peaceful village in the Swiss Alps, chalets, mountains, serene"
387,"A steampunk explorer with a brass telescope, looking out over a new world"
388,"A photorealistic image of a coffee bean, macro, detailed"
389,"A floating island with ancient ruins and a mysterious obelisk, fantasy"
390,"A portrait of a dashing, heroic knight, shining armor, noble"
391,"A bustling street scene in 1920s New York, Model T cars, flappers, historical"
392,"A futuristic city with buildings that mimic natural forms, bio-architecture, sci-fi"
393,"A warrior shaman with face paint, calling upon spirits, fantasy, tribal"
394,"A surreal painting of a library where the books fly like birds, fantasy"
395,"A close-up of a wolf's eye, reflecting a forest, photorealistic"
396,"A secret agent in a ski chase down a mountain, action, cinematic"
397,"A beautiful, intricate Islamic geometric pattern, abstract, historical"
398,"A post-apocalyptic survivor's small, thriving garden in a ruined city, hope"
399,"A wizard's library with an orrery of the solar system, fantasy, astronomical"
400,"A photorealistic render of a vintage jukebox, detailed, nostalgic"
401,"A city street at sunrise, long shadows, urban, peaceful"
402,"A powerful female Viking warrior with a shield and axe, fantasy, strong"
403,"A grand, abandoned theater, dusty seats, a single spotlight on stage"
404,"A spaceship crew encountering a giant, space-faring alien creature, sci-fi"
405,"A halfling rogue picking a lock on a treasure chest, fantasy, stealthy"
406,"A detailed illustration of a medieval siege tower, historical, warfare"
407,"A cyberpunk doctor tending to a patient with cybernetic implants, sci-fi"
408,"A tranquil scene of a red panda sleeping on a tree branch, wildlife"
409,"A massive, skeletal dragon breathing ethereal fire, fantasy, undead, epic"
410,"A portrait of Julius Caesar in ancient Rome, historical, powerful"
411,"A futuristic city in a toxic fog, citizens wearing masks, dystopian, sci-fi"
412,"A whimsical town where the buildings are made of candy and sweets, fantasy"
413,"A hero fighting a minotaur in a labyrinth, fantasy, mythology, action"
414,"A surreal image of a man holding an umbrella that rains upwards, dreamlike"
415,"A photorealistic painting of a bottle of wine and a glass, still life"
416,"A team of adventurers discovering a map tattooed on a skeleton, fantasy"
417,"A city of the future with floating parks and personal drones, utopian, sci-fi"
418,"A sorceress manipulating sand to create a sculpture, fantasy, elemental"
419,"A vintage hot rod racing on a salt flat, speed, Americana"
420,"A mechanical spider in a factory setting, steampunk, detailed, industrial"
421,"A beautiful landscape of the Amazon rainforest, dense vegetation, photorealistic"
422,"A spy exchange on a foggy bridge at dawn, Cold War, tension, noir"
423,"A fantasy gnome inventor tinkering with a small, clockwork device, detailed"
424,"A city built inside a giant, hollowed-out mountain, fantasy, architectural"
425,"A close-up portrait of a robot looking at a flower with curiosity, sci-fi"
426,"A grand royal coronation ceremony, king being crowned, fantasy, regal"
427,"A post-apocalyptic scavenger with a gas mask, exploring a subway tunnel"
428,"A tranquil painting of a Japanese cherry blossom festival at night, lanterns"
429,"A battle between a chimera and a knight, fantasy, epic, mythological"
430,"A futuristic classroom with holographic teachers and interactive desks, sci-fi"
431,"A pirate quartermaster counting gold coins in the ship's hold, detailed"
432,"A beautiful woman's face made of shattered glass, surreal, abstract, emotional"
433,"A medieval tournament with archery and sword fighting, vibrant, historical"
434,"A lone deer in a snowy, silent forest, atmospheric, wildlife photography"
435,"A cyberpunk police officer making an arrest, neon-lit rain, sci-fi"
436,"A majestic centaur overlooking a valley, fantasy, mythological, noble"
437,"A photorealistic render of a classic cassette tape, 80s nostalgia, detailed"
438,"An astronaut playing a guitar in zero gravity, inside a space station, sci-fi"
439,"A haunted, overgrown cemetery at dusk, creepy, atmospheric, horror"
440,"A queen giving a rousing speech to her people from a balcony, fantasy, regal"
441,"A detailed fantasy map with a compass rose and scale, cartography"
442,"A futuristic hoverboard race through an obstacle course, sci-fi, speed"
443,"A beautiful water nymph rising from a lake, fantasy, nature, ethereal"
444,"A gritty, black and white photo of a factory worker, industrial revolution"
445,"A colossal hydra with nine heads, rising from a swamp, fantasy, epic"
446,"A peaceful village in the Italian countryside, vineyards, rustic, serene"
447,"A steampunk scientist with goggles and a lab coat, holding a glowing potion"
448,"A photorealistic image of a feather, macro, detailed, delicate"
449,"A floating island with a wizard's tower, connected by a rainbow bridge"
450,"A portrait of a noble, handsome elf prince, fantasy, regal"
451,"A bustling street scene in 1960s London, double-decker buses, mods, historical"
452,"A futuristic city with buildings that can change shape, adaptive architecture"
453,"A warrior druid shapeshifting into a bear, fantasy, dynamic, tribal"
454,"A surreal painting of a desert with ships sailing on the sand, fantasy"
455,"A close-up of a snake's eye, detailed scales, photorealistic"
456,"A secret agent in a dramatic gunfight in a crowded marketplace, action"
457,"A beautiful, intricate Persian rug pattern, abstract, historical"
458,"A post-apocalyptic survivor finding a single, green sprout in the wasteland"
459,"A wizard's study with a crystal ball showing a vision, fantasy, magical"
460,"A photorealistic render of a vintage film projector, detailed, nostalgic"
461,"A city street in a downpour, reflections of traffic lights, urban, moody"
462,"A powerful female paladin in shining armor, holding a holy hammer, fantasy"
463,"A grand, abandoned ballroom, covered in dust and cobwebs, eerie"
464,"A spaceship crew making first contact with a peaceful alien race, sci-fi"
465,"A gnome rogue disarming a trap on a treasure chest, fantasy, tension"
466,"A detailed illustration of a Roman aqueduct, historical, engineering"
467,"A cyberpunk ripperdoc installing a cybernetic arm, sci-fi, gritty"
468,"A tranquil scene of a koala sleeping in a eucalyptus tree, wildlife"
469,"A massive, undead dragon, bones held together by magic, fantasy, epic"
470,"A portrait of Napoleon Bonaparte on his horse, historical, powerful"
471,"A futuristic city where the population lives in mile-high towers, dystopian"
472,"A whimsical world where everything is made of paper, origami style, fantasy"
473,"A hero fighting a cyclops on a stormy cliffside, fantasy, mythology"
474,"A surreal image of a man whose shadow has a life of its own, dreamlike"
475,"A photorealistic painting of a bowl of ramen, still life, food"
476,"A team of adventurers discovering a lost city of gold, fantasy, discovery"
477,"A city of the future with flying cars and holographic ads, Blade Runner style"
478,"A sorceress casting a spell that freezes time, fantasy, intricate"
479,"A vintage race car on the track at Monaco, speed, historical"
480,"A mechanical bird singing on a branch, steampunk, detailed, whimsical"
481,"A beautiful landscape of the lavender fields in Provence, France, photorealistic"
482,"A spy thriller scene, a tense chase over the rooftops of Prague, noir"
483,"A fantasy dwarf warrior with a braided beard and a giant hammer, detailed"
484,"A city built on the shells of giant, ancient sea turtles, fantasy"
485,"A close-up portrait of a robot looking at a butterfly on its finger, sci-fi"
486,"A grand royal feast in a castle's great hall, fantasy, medieval"
487,"A post-apocalyptic scavenger with a crossbow, hunting in a ruined city"
488,"A tranquil painting of a Japanese onsen (hot spring) in the snow, serene"
489,"A battle between a phoenix and a frost giant, fire and ice, fantasy, epic"
490,"A futuristic medical bay, a patient in a stasis pod, high-tech, sci-fi"
491,"A pirate crew celebrating after finding treasure, cheerful, adventurous"
492,"A beautiful woman's face made of swirling smoke, surreal, abstract"
493,"A medieval blacksmith's forge, fire, anvil, and tools, historical"
494,"A lone wolf howling at a crescent moon, atmospheric, wildlife"
495,"A cyberpunk hacker's den, multiple monitors, wires everywhere, sci-fi"
496,"A majestic unicorn in a sunlit glade, fantasy, pure, magical"
497,"A photorealistic render of a classic Polaroid camera, vintage, detailed"
498,"An astronaut taking a selfie with a planet in the background, sci-fi, fun"
499,"A haunted lighthouse on a stormy night, ghostly light, horror, atmospheric"
500,"A queen sitting on her throne, looking thoughtfully at her kingdom, fantasy"
